attendance_rate,mid_grade,assignment_score,gender,department,performance_score
82.07591848509733,73.40708101720062,50.105212196135355,Male,Math,74.31916200626898
69.87424283788452,78.23441810278632,91.60861945608885,Female,CS,79.96511147832386
66.52831461600792,98.35387179069711,89.77378458329703,Male,Math,78.58872220428509
74.80609220344319,49.10968683230975,56.72785788666272,Male,Bio,55.381327260894906
89.88189964003425,56.158670665309046,92.38734665326905,Male,CS,78.61737743098145
95.33553699552373,46.444292265860604,91.37056554608569,Female,Math,74.53746977710745
63.09104004352177,32.065298128036474,62.56317765403579,Female,Physics,56.696508066310045
85.06754533987882,33.124215801788274,82.08551552908935,Male,Bio,58.10744737076335
75.1309084976062,81.9861878369189,87.69898146329325,Male,Bio,87.56223496364007
55.789018322697295,39.83048140490769,64.0843710007508,Female,CS,46.841734088005786
69.58400593029513,87.43738353737187,51.2778781488899,Female,Physics,72.19847586085662
97.8827417315549,46.78446840734206,88.70026773948257,Female,Bio,77.7669821023855
50.9375529182548,79.8591403907711,53.619858138604556,Male,CS,63.84588323658096
76.97247842661757,40.74361857503102,71.69864154056428,Female,CS,57.89526862826741
78.01734986013746,97.79485303096835,80.88841216777624,Female,Physics,94.03363191821184
87.00740911795288,46.60776453754031,65.51992471592077,Female,Bio,62.29252474869375
61.30131608272993,46.84016172348231,99.22125560367886,Male,Bio,63.99504825196253
74.93406305339704,48.02699898269714,57.488064337759056,Female,Bio,59.22694451495294
69.63464346859428,94.6635839623782,93.82761308175245,Female,Math,86.58227575835699
65.96907684490925,57.988467861326995,95.57606030724101,Male,CS,66.54840163773991
52.07351371458102,60.20223706303494,45.83931055615928,Male,Bio,54.1876951655258
96.04293936274723,97.79983704088649,44.939326343133175,Female,Bio,86.14367253457593
78.57992513808412,44.92174097624467,72.67263381200883,Female,Math,55.37085555814947
59.24155464652312,89.06374619836585,62.30498501652092,Male,Math,69.08233766608286
61.10181771926635,96.00328020841229,60.2694780035245,Female,Bio,76.22614908665518
51.948181285061565,65.90249817641245,42.17115385497567,Male,Math,56.558187773497075
65.33788782228493,93.48626271326573,81.79304629602782,Female,Physics,87.82150719877751
67.39946581672376,53.64357967320253,59.24549765001426,Female,Math,65.47421339940796
82.08309627998301,37.016741063822614,44.0046962815379,Female,Bio,55.868714278661045
96.45168824112298,95.83733403072358,69.56276649872723,Male,Math,91.81256004759449
69.36018618728488,51.935325238779825,64.38107448335208,Male,CS,53.614844065651916
68.35645262520882,99.54529643113226,68.5554847241355,Male,Physics,76.07945854158726
83.53883394692477,38.69458456811625,79.68688753921845,Male,Bio,62.58152927414777
56.7860219386077,68.79823452832271,56.343986208700045,Female,Bio,67.07177695267781
69.87613662196618,99.01994919876817,71.96152150717546,Female,Math,86.43452239185518
84.92499044877562,43.61080479150914,66.48145156023014,Male,Bio,63.30763625198015
95.20610113326703,30.457409838917208,52.99427288920884,Female,Bio,59.32196382698787
83.6221916955493,85.1181422799971,95.50003415954811,Female,CS,91.84070298265301
79.60820117231619,72.91879873837568,61.120764156976165,Female,Bio,68.22294232497873
98.12642028406339,40.69081769012623,47.521668346904555,Female,Physics,59.27831586622082
64.37486394735821,90.39085876282601,93.80745565253616,Male,Math,87.48670961784393
69.69545146865187,68.72662684756901,64.11501891128924,Female,CS,67.44960326238143
51.18694648715603,86.51876536790385,85.06943876609103,Male,Physics,69.82341699644039
61.5445390229465,70.32847776634796,96.02738449485499,Female,Physics,71.84541373856742
63.504950466915176,60.87345351296574,42.0021843311577,Female,CS,55.78243822677167
53.124036965025276,88.44469405422697,43.488200826243734,Female,Physics,67.24407762755327
82.64406783290679,91.60939650167163,80.51062151597127,Female,Bio,90.11699890519839
97.62054753510682,61.49178318521561,96.48315174227622,Male,Math,78.66139847181282
51.611724835704806,57.4147916009006,84.20039257386301,Female,Physics,54.62063563118559
89.94664420717592,68.01392515375792,90.61664466978718,Male,Math,92.4804558183177
97.98282705672145,76.5913254501815,57.81583440495639,Male,Bio,87.85832376066105
67.05099155621288,30.145220320345906,78.66526363740581,Male,Bio,51.26955517603639
64.27643625604999,80.65102807198639,85.17755747299674,Female,Physics,75.84595770118888
84.44889776133735,59.33030170706158,41.240564326744135,Male,Bio,74.99571785419647
98.36583629231605,89.81594410867402,92.31329735356375,Female,Physics,93.79917362183419
55.00532017313287,50.59937119150766,94.61030642507029,Female,Math,64.04989860223117
54.55067196803527,60.64857171494522,72.23357640310795,Male,Math,58.83043166260729
67.52253296278843,56.77402676112815,95.53486795032,Male,CS,63.94695449168368
53.12359189200332,40.44264494969164,55.67984305372181,Male,Math,47.494128890061596
63.33980741962134,31.78561361865795,89.95306468405427,Male,Physics,56.256885025376434
96.92280647991375,74.62963744192794,62.197570213770966,Male,Bio,79.53200334046
67.90560844810555,43.34648182310548,61.75515911756193,Male,Math,66.99533125048494
50.988498937434144,72.53417411408391,57.76303327779136,Male,CS,59.97583436175977
62.776555383265396,82.67937616328491,78.80832864319231,Male,Math,78.55745177418349
84.57809235899094,31.805952538120216,75.61713531508636,Female,Bio,65.29019204298051
51.57328154689744,76.38937365770482,93.44660241416429,Male,CS,66.54442207555115
76.12790052342092,78.47080556261214,43.500787582899115,Female,CS,77.44011418666301
86.10780034614635,49.461846832687336,67.37546707630827,Female,Physics,64.02886532940796
89.83978890185122,81.18971162160473,75.68287331818017,Male,Bio,78.87717669845405
76.19604434485407,61.47418443156026,76.59002226293539,Female,Bio,73.97866618693932
63.46228693922913,75.09218792564315,45.395404439063256,Male,Bio,62.30060285908302
74.79686463928294,68.21707825743542,51.118994928488945,Female,Physics,82.48657369705674
66.00078447724081,48.676829427607046,85.72633602467982,Female,CS,66.13756626323735
90.48871181836638,84.7681967494824,95.07589852562879,Male,Physics,96.47345266171992
61.807957846792974,95.83027918544443,84.42022189485925,Male,Math,74.401086477535
66.20747594384173,65.97874308811996,70.92061423041747,Male,Physics,68.26620951881428
56.338060929896415,96.95879984778597,82.38661083606523,Male,Physics,70.22045063040018
76.86397750294088,31.44316151354265,76.95404338042744,Male,Bio,50.96981329564952
57.09332553504038,44.453973000297005,47.94452165506136,Female,Math,58.09907191431171
68.00410905693988,91.30707019469452,72.24630369627285,Male,CS,81.3384245839052
92.02244247250849,47.551413687109545,57.81315162712197,Female,Physics,72.21342041498593
97.76014364569869,74.0340415875617,90.48180743491127,Female,CS,91.60779479621705
71.06810493479381,79.84198621739563,71.33094611908069,Female,Physics,78.27055539096544
86.94534185212802,89.66275349668268,84.21963722185959,Female,Math,86.20090530986089
51.57882005594206,72.01554308005791,40.3990099747115,Female,Bio,57.83843380017165
75.42106541213654,46.121913771814505,95.66241762937082,Female,CS,73.10699946064676
77.18634842326084,81.45780789271228,47.187121489623266,Male,Math,81.83604163911036
62.72915103315624,50.19794558485181,47.167291343723576,Female,Physics,56.755965609860624
59.77690880730629,51.65955875081964,89.57354961136568,Female,Bio,62.700747042155854
90.12174063733585,80.59509771564599,48.01025290367132,Male,CS,74.27633585845436
93.3632888165376,58.33448217629952,63.713776548576945,Female,CS,74.86755599114491
95.94097886278618,75.88001340002367,90.04137870899794,Male,Physics,81.20518297557099
52.8009147071136,45.479704592939854,75.17082670033042,Male,Math,52.02281468304812
57.95712565291309,88.17000406908228,58.30089186758519,Female,Physics,69.20085558654655
91.76545916606032,39.10076494374685,58.48559032935069,Male,Bio,57.38316276808712
87.0507022582249,71.4219035994436,50.29074428881227,Female,CS,76.39748026403802
52.74394073056069,88.03150441718276,75.06721341287255,Female,Math,58.7503550925765
76.70203043875718,60.188896191474186,79.73823717060148,Male,Math,75.46751964029302
79.75104480225403,86.33582530674693,91.69503467322343,Male,CS,82.78237154181778
88.67507927137441,37.90133808029233,56.73354616250966,Female,Math,65.5619229668432
67.05593719900973,79.03057043191826,46.78710375963689,Female,CS,69.73250364687688
86.10035616610651,74.58374951560458,54.00023326160461,Male,Math,76.84077676055436
84.35656782305855,79.33414671249167,93.55578317448874,Male,CS,81.19289894126179
60.76609259891587,59.67416096846863,41.453882843965,Male,Bio,62.05839560001
77.33008409839168,40.99373967631872,87.99882252145449,Female,Physics,61.822141673319834
91.92129367855824,32.05764777048499,43.45540630557346,Female,Math,57.14766527264304
64.80682960019155,65.83111076433761,45.68383765400923,Male,CS,58.444139812408814
97.73237465327563,54.173846085919834,60.3486732663565,Male,Physics,78.09585213360695
98.60326339874317,76.15563126412877,82.83258163436727,Male,Bio,95.80567460692546
94.73570120102917,99.05123086667933,72.77720720259094,Female,CS,96.55545468221881
87.39365775204983,62.008719170593125,77.79333646967325,Male,Physics,62.46971409492582
92.88228937237123,61.07949883030855,78.01617816349817,Female,Math,73.86866116080539
70.20379780201361,47.477894397450015,89.24299931143932,Male,Math,58.68142964233219
83.30809458271462,82.55213778508885,79.26417869568704,Female,Bio,81.85534640750127
71.8071523619495,69.42022915842787,90.83328721895116,Male,Bio,66.97634375612712
61.470048722450784,98.59917752556859,74.21092306401965,Male,Physics,85.16601327771262
51.854414625851504,43.706018719717385,69.40158173889021,Male,Bio,57.9676845911649
54.92997117635595,72.0088377055757,89.15336788728068,Male,Bio,66.35337871852806
78.36977382884308,64.46487880610871,74.220414163013,Male,CS,69.29419353246413
82.62353401163227,34.301098987462794,43.53808317760927,Male,CS,51.165628757581594
75.09090700910696,41.22846153417083,91.53597958294321,Male,CS,60.93132045820979
83.10300143028005,72.72096430824044,86.37148025126015,Male,Math,82.85456845569634
76.13633910241353,40.904668924576384,88.75280354742907,Male,CS,67.23575804723328
55.88964818521186,64.44941442923576,84.00662284212078,Male,CS,64.21395542604856
89.3958865976435,82.40067699732157,49.69761011926066,Male,Bio,85.79428664389405
51.43393460479769,57.15411306869382,76.31769521280685,Male,CS,56.00764257519977
80.80746253283975,98.9971877190693,46.818765086490075,Female,Bio,80.45477052870517
65.58230971384631,62.72751073757766,91.24772292242103,Male,Bio,73.61272203146483
68.73715032656494,89.57498310341225,96.11647514714696,Male,Physics,79.13522999808171
65.52845790861045,92.74782297073307,48.59397417763727,Female,Bio,72.35961914925358
80.00373395308962,94.47738552133595,77.44933862236549,Male,Math,80.45705523075918
59.513014221532856,46.203972858058165,82.28225531718135,Male,Bio,62.10051314283848
82.14439044644163,47.183499935464575,88.63338911828788,Female,Physics,72.54677619356016
