attendance_rate,mid_grade,assignment_score,gender,department,performance_score
52.32168138014022,87.30292071013821,91.81124857007627,Female,CS,68.03053419729375
55.79384695277821,61.74254208054461,64.78011400282087,Female,CS,57.02426700140928
68.70575362183834,60.15706492914042,58.98749888371417,Female,Math,68.00786107034668
66.81379564341023,67.61285100124981,68.40672358365012,Female,Math,64.79426258109855
97.11973186031453,91.73365983532534,50.328402013515756,Female,Math,85.01569426521876
92.40059915550674,42.68028834696137,83.67256951637188,Male,Math,73.80557816630564
96.20778182647467,51.57326981750681,72.55643156961696,Male,CS,66.44922635521066
63.74745453533666,66.28022729610781,91.4919793432278,Male,CS,65.8489412969931
96.64889045641004,91.27731585816841,62.026676794364136,Male,Bio,77.06646963479874
61.811486522744104,47.851238640589415,56.835071722077785,Male,Physics,62.061383346941916
90.24971839347575,60.32400054498085,53.02222266039277,Male,Bio,69.68946219645744
61.204089898887744,88.53725595494066,80.86349802836904,Male,Bio,80.33626335361109
66.2925240323047,42.968215114809475,62.12713955737267,Male,Math,61.857354587824176
90.55809167802732,64.76311712464037,69.38662619845601,Male,Bio,81.27696562219734
52.416905964397785,44.85858496714502,49.66042978360424,Female,Math,49.389631205130044
81.27990268191522,40.726911632123574,55.67181692364724,Female,CS,63.46971596258223
70.73117668209639,54.76531310405343,74.75444980218606,Female,Physics,69.98484281958248
83.7379253693434,43.05296691681767,49.012048429144066,Male,Math,63.88106792004931
59.95470023094657,97.89466449803282,98.86713261233407,Male,Bio,85.36265491954003
69.96721272645443,78.3648445031943,43.664278980822075,Male,Bio,69.62982583289711
68.26231752303566,35.541229204709246,72.13373859825225,Male,Bio,58.31918554609466
60.1490902558231,95.86853323806776,71.43314211677531,Male,CS,74.2751163753179
62.53532712357786,95.99745363212908,55.39582391186991,Female,Bio,72.03934082848284
86.41955324322836,38.430197878399866,51.575966630234845,Male,Bio,55.98044460571578
66.0915157878163,68.80752503399215,82.05495623447398,Female,CS,68.60774826491387
71.17357327638804,70.39210001276965,53.24910164870754,Male,Math,63.36055789593938
85.02852088336452,54.29718558983794,95.69863659471446,Male,Math,74.60167536580963
87.80627183570905,37.82287364534121,89.33335606341657,Female,Bio,70.57166112858377
78.04962472859786,59.42210346787687,46.85549780027082,Male,Math,66.44055465361907
56.58039448441482,95.22870734900026,86.78067344719432,Female,Physics,78.82918211148379
51.42264930573462,71.60750643403273,90.72415041877946,Male,Bio,64.32584928173753
78.65400590337569,44.640038875559696,94.96769316030021,Female,Bio,72.02634119134841
68.34068740931082,59.95703949312379,73.40037787698786,Female,CS,68.76897073400929
76.6581766434343,86.66789908128678,90.5792616894333,Female,Math,81.87577483205297
50.3428836585267,46.86536717935668,44.95027969873894,Male,Physics,38.28430728452906
77.74886779460599,43.42507404760873,73.27245263014018,Male,Math,58.31894920355771
94.11797863074815,45.90422181425619,55.869300729002966,Female,Physics,67.26625255097115
74.48013779823665,62.72563043146555,91.87140503308154,Female,CS,77.89697538778012
77.17221789917629,84.68118051116522,57.72872249936612,Female,Physics,79.37273746640389
96.63645154246913,63.506069227401596,94.21216708546461,Male,Physics,81.01849675280138
68.50313446884321,81.048312957717,63.37485309167005,Male,Math,69.3345758398863
62.1957619469421,56.77756630325911,59.39074417129475,Male,Math,61.799400687904104
66.60867295670403,55.311562697380126,79.05626138788725,Male,Bio,58.70806960985807
90.78800428032281,75.58938945682883,77.92040159042668,Female,Math,76.04200729006716
98.23902745500158,80.30615029071826,91.30233000281797,Male,CS,84.31298997046636
84.96146723676347,72.5254321228785,92.28381977844825,Male,CS,80.56641373941298
86.48513806345255,80.07886326536669,48.453716324897016,Female,Bio,73.21717521423561
81.6128367817552,39.86625444755195,57.9476407993352,Female,Physics,53.8093426982758
92.1119850206667,46.4553092972178,63.00948257862059,Male,Math,65.14358024711903
72.78855123074382,76.77335749562646,56.425351197042104,Male,Math,65.96460949830157
66.3140805164827,56.42994754084483,57.33894593943495,Male,Math,67.1658696779303
84.43312510000497,52.01991844117934,58.03800815107493,Female,Physics,73.62768794768228
90.58837953118379,41.99536787238006,84.18073466378934,Male,Bio,76.59049697399226
96.25478559001493,93.18033643276124,41.962041001660154,Female,Physics,86.06428178138515
99.28099082750207,61.360264075227605,50.75369554926591,Female,Bio,72.56595370452897
53.52200951787207,31.936475444377933,62.78145746586992,Female,Math,46.48440064560421
76.07388043277176,79.91651242022897,81.4906466169484,Female,CS,81.50899644044435
79.57950123081619,77.31886651793909,47.65916813579248,Male,Bio,66.45930372693405
96.69956452065402,38.6074964575127,60.90319546826929,Female,Physics,54.321533473162006
50.83766710805146,45.03116325221982,47.29760149896973,Female,Math,45.42335073726004
58.899932192743336,43.397715350621155,60.93973360649736,Female,Bio,53.71276346851466
74.06902383997027,87.31533797184741,88.49267681774896,Female,Math,79.88986503284698
98.08910002929115,84.02849731828267,55.721090339585984,Female,Bio,76.67765838737846
99.99645048615734,90.96326247036161,98.78214483517033,Male,Math,98.56842136786429
55.646193374036436,93.63438811870842,41.332627002831764,Male,Physics,70.1245750080405
74.28212391165869,75.4075706408452,86.91439855476482,Female,Bio,82.7206985142754
69.25590094402588,63.36012097747432,79.53286459456649,Female,CS,70.82538447890072
83.27545221606186,74.79552681258961,49.87292841176615,Female,Math,69.74657582106028
54.29413249981551,73.16029823111444,73.53619696887222,Female,CS,69.42967356733485
63.955725824488184,59.183259237324634,78.14687506906176,Male,CS,64.36895984889806
88.65302169464337,97.09062922373474,75.78969277292748,Male,Physics,82.89210725904543
70.5505091403685,49.63900581713859,96.92263189056146,Female,CS,68.21215936932617
79.72997257757572,41.52934176981305,47.859383275412824,Male,Bio,54.56927795198767
65.1578973395239,99.82825695593577,59.25986176745842,Female,Bio,67.92659614988486
71.8703440600172,69.26373620271224,56.081707727983805,Male,Bio,70.16863088544358
79.83854111884831,47.65446508074952,80.86415203136642,Female,CS,58.93156386968282
58.8600826386754,98.61426244839089,77.29413068399066,Female,Bio,87.46059209595728
81.39952725016974,64.43941287613737,98.5423873021802,Male,Physics,84.44047982313414
71.50594801245413,62.65216506106505,46.36078016767087,Female,Math,62.921918942280094
81.80706358469459,80.21935311370514,80.4500647860842,Male,Math,84.50032527172465
56.97324397199988,65.65927043985067,79.90886134339539,Male,Physics,69.2534386250783
82.78141946310171,60.76970869034014,78.32226553692027,Male,Math,63.90503185621315
57.17684369881313,60.69377213474375,88.90891377468573,Female,Physics,64.46249465223994
76.45295692427332,94.50220726682412,54.730989502953065,Male,Physics,76.26478072838937
58.747462816059084,83.28946026776671,57.946822304986895,Male,Physics,72.6861523983829
65.03388704487892,67.52584804081684,78.77760309266733,Male,Bio,72.09283099497576
50.41556607066183,43.939664680207386,77.812361405645,Male,Math,50.37636979675744
72.47536959120806,97.24155803267598,85.87409173584477,Male,Math,91.8796070556989
68.15966367731713,37.22669124946553,70.86918058172192,Female,CS,55.63343414955905
69.77795481864456,86.98099491149226,42.520031863083,Male,Bio,70.57603388181852
81.34573414814778,78.9637744169267,90.94632354916973,Male,Bio,81.2881993420414
77.76951994066222,64.58768789069791,56.58971169188971,Female,Physics,68.9228827066309
84.16853389797912,69.87704374411315,69.5606351108517,Female,CS,76.21447465926536
93.43920924841842,86.87409094511705,69.40564468218642,Female,Math,92.12110340566427
74.39014138646222,45.570608804517235,48.51437288651299,Male,CS,60.905855550768564
98.0582548148488,87.9046383752449,91.47205489617166,Male,Bio,100.07117797917192
98.408491895738,34.490486480380916,47.21279778958003,Female,Physics,61.38459636042511
78.77901216690886,92.06958677150149,63.74016117123428,Male,Math,80.68010546000595
86.51310404813904,37.815662580963746,44.64434301674598,Male,Physics,60.02797067756286
84.20088709131659,85.45074536405943,88.18625719707876,Male,Math,87.16310436581847
54.910565034697186,32.76508955241039,70.40660213202372,Male,Math,43.4980766602741
68.07245766557148,38.67297866554932,91.19000894714942,Male,Bio,65.01998586295574
55.61979770835056,81.13481526910388,97.10982302908371,Female,CS,75.42590102048965
55.12669836355672,96.28016000753772,42.74556739431716,Female,CS,79.22673932644423
87.51717973684596,81.45264352916124,69.4998492554932,Male,Bio,85.6108928487929
91.86162444663785,77.77133781266068,72.0419523636569,Male,Physics,66.03026037235541
57.42055359940405,89.53864450547903,73.040790966703,Male,CS,70.78198256039265
65.22401223377412,48.311630701072744,71.10275299577222,Male,Bio,65.24449672301827
52.12078392342992,96.10783252481453,41.7982126131452,Male,Physics,66.93328501179283
67.41422099011083,39.292677683782195,52.54408467526942,Female,Bio,57.465658151400454
76.29926314883772,80.52596846341794,86.95537033498636,Male,CS,78.76061541925641
66.4453599322444,54.21299543418755,61.6188036930709,Male,Physics,65.09837487426944
80.72040259475715,94.99378923910754,60.591985010515984,Female,Physics,90.37676791730807
70.32815092322,85.6432957136184,81.31540361738523,Male,Math,75.584294655749
58.618988104340715,38.95440712079863,82.92163719051592,Male,Bio,51.20471791141362
89.04727035321983,58.997025541944836,51.759715717849744,Female,CS,68.51267111419189
50.74831069606822,97.25369563914134,58.05988461555151,Male,Bio,75.78602554178056
76.06883634766066,69.69837381781315,67.88986473314284,Female,Bio,64.90977851810248
85.40742382359778,69.7806383529585,55.84411730020552,Female,Physics,70.49146742803501
59.55500053458998,80.3156780884983,84.99322985255009,Male,CS,75.8554339971418
84.39374405692388,58.79234776013109,43.023249726428816,Female,Bio,63.89281434452683
58.938649054287325,98.07723544033861,69.94002458088995,Female,Bio,66.84662613754547
82.75307041866654,69.41153493503245,98.52157374161595,Male,Math,77.39694916767799
90.32801402053894,51.931242643085156,59.18260049654729,Female,Bio,62.379476029138786
54.54987450995689,54.205013199314976,89.1378018202106,Male,Math,56.54000228601863
84.99935517449052,82.5239377363684,92.99037537999278,Male,CS,78.95006822619007
52.71025551603802,92.79060947059313,79.20488684917522,Male,CS,65.72176833165435
53.26070133067125,43.63890446909355,70.33841732008005,Male,CS,57.832738050609535
80.87542033542611,91.94243601995039,53.70123131057868,Female,Math,85.31799903804944
98.41486746768092,88.85496035946477,78.73410313475333,Male,Physics,92.90037489595815
82.02925059086562,60.59541622283022,77.98836713859754,Female,Physics,65.28641436127704
53.86638775909723,40.644666952099755,45.20096421065372,Male,Math,50.937029815743415
94.88323471000166,81.11764575112103,56.993223285374214,Female,Physics,78.95330728093867
58.300595372276014,95.40883255891795,78.24810536525567,Female,CS,79.62345636936126
72.4942644665841,66.85314626843343,57.33260926334577,Male,CS,64.30669722773445
94.77471592961435,56.91062127918321,62.86315519311354,Female,CS,77.52235723329522
97.15802489148157,93.4922685127926,57.57136058832968,Female,Math,84.58240887943346
51.494090396585186,83.10980608177633,48.419190025764465,Male,Bio,68.94604557863626
63.72521312399768,50.43274006895142,48.8228890055594,Male,Math,52.97195081445384
70.91487842171007,84.57240044960491,64.62049694237385,Male,CS,69.18829143836601
77.23813686279563,77.94961356148356,91.82012869703382,Male,Physics,81.05970651138304
55.638809950365825,49.56133803479128,79.27586900226835,Male,Math,60.69100886976733
85.6266923601244,43.00429476836939,58.81585396775162,Female,Math,69.43495960245016
96.35713781142668,77.51426696676643,75.08813426122254,Male,Math,80.96874556725218
77.99949277839002,30.75470801490515,65.53613081002823,Female,CS,52.48150911412785
67.31486313864815,37.001671389084045,56.439225981885,Female,Math,53.20660509605455
90.46146769787518,35.43124147204584,52.742874781909485,Male,CS,63.78327243332688
72.52209431596872,71.22776404433222,79.55930813476849,Male,Math,82.33077606138991
53.31952225662537,37.26059776013923,41.60951660459554,Male,Physics,44.33027079533328
74.26260086365222,55.616668443972884,48.61628390524669,Male,Math,62.2583976009497
91.50467314857545,83.37288742757649,85.77895159779327,Male,Math,84.35740658954914
53.19232411337021,89.40449169158174,75.82962757084545,Female,Physics,73.77587818666336
88.7449986466147,90.27132708066767,72.22002767416977,Female,Physics,90.97861479863472
62.40526949820177,91.315740112438,97.22077180611109,Male,Physics,82.3735459780793
90.4144704732643,62.84877642184716,79.30479023051052,Male,Math,73.39978043061275
89.45864532992985,86.44404905014099,45.147828373874965,Female,Physics,82.08543623635708
62.352722374786694,79.77430442386765,91.03425986091231,Female,Physics,78.49133432253838
55.95336904227022,46.620270363971684,60.47068848609544,Female,Physics,62.76749861812412
70.46665188795609,53.81993803028459,79.98930326545204,Male,CS,67.79858492386907
87.82171982085654,38.797919274406176,70.82817564275209,Female,CS,64.31149773240274
77.60914194310547,69.18140569001046,98.22779062036261,Female,Physics,87.141996175044
73.0709931404994,66.13078934737692,74.6567327454442,Female,Math,69.52050376336379
66.84663914273952,87.32691525967107,47.308473758533395,Male,Physics,69.89229675783822
99.50148345798067,93.75989718826077,59.92754341926463,Female,Physics,84.3616155893992
64.74563900884064,89.55045079337492,89.51213323575601,Female,CS,83.18114899155022
97.4956904143466,64.76453026496375,81.49690204887915,Male,CS,81.35722120682597
87.25226458142438,45.710752550208994,61.83569591453429,Female,Math,75.38498726514234
50.15000802296845,93.04831408511907,79.70281317345525,Female,Bio,79.09120982107967
77.32333581954596,64.01574888360116,97.92582315781203,Female,Physics,84.24190050230942
